#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CIDEA	TRARG1	9606.ENSP00000320209	9606.ENSP00000329548	0	0	0	0	0.422	0.046	0	0.138	0.483
CIDEA	EBF2	9606.ENSP00000320209	9606.ENSP00000430241	0	0	0	0	0.082	0	0	0.558	0.577
CIDEA	PLIN4	9606.ENSP00000320209	9606.ENSP00000488481	0	0	0	0	0.207	0	0	0.610	0.678
CIDEA	CIDEC	9606.ENSP00000320209	9606.ENSP00000373328	0	0	0.067	0.909	0.378	0.301	0.900	0.125	0.958
CIDEC	DGAT2	9606.ENSP00000373328	9606.ENSP00000228027	0	0	0	0	0.150	0	0	0.592	0.638
CIDEC	LIPE	9606.ENSP00000373328	9606.ENSP00000244289	0	0	0	0	0.267	0	0	0.754	0.812
CIDEC	FABP4	9606.ENSP00000373328	9606.ENSP00000256104	0	0	0	0	0.261	0	0	0.582	0.678
CIDEC	GPAM	9606.ENSP00000373328	9606.ENSP00000265276	0	0	0	0	0.248	0	0	0.370	0.506
CIDEC	THRSP	9606.ENSP00000373328	9606.ENSP00000281030	0	0	0	0	0.264	0	0	0.559	0.661
CIDEC	PPARG	9606.ENSP00000373328	9606.ENSP00000287820	0	0	0	0	0.210	0	0	0.818	0.850
CIDEC	FABP5	9606.ENSP00000373328	9606.ENSP00000297258	0	0	0	0	0.068	0	0	0.481	0.496
CIDEC	PLIN1	9606.ENSP00000373328	9606.ENSP00000300055	0	0	0	0	0.766	0	0	0.959	0.990
CIDEC	GPD1	9606.ENSP00000373328	9606.ENSP00000301149	0	0	0	0	0.340	0	0	0.305	0.521
CIDEC	LEP	9606.ENSP00000373328	9606.ENSP00000312652	0	0	0	0	0.360	0	0	0.660	0.773
CIDEC	PCK1	9606.ENSP00000373328	9606.ENSP00000319814	0	0	0	0	0.296	0	0	0.391	0.553
CIDEC	TRARG1	9606.ENSP00000373328	9606.ENSP00000329548	0	0	0	0	0.327	0	0	0.222	0.454
CIDEC	HSD11B1	9606.ENSP00000373328	9606.ENSP00000355995	0	0	0	0	0.366	0	0	0.134	0.427
CIDEC	G0S2	9606.ENSP00000373328	9606.ENSP00000355996	0	0	0	0	0.078	0	0	0.531	0.549
CIDEC	SCD	9606.ENSP00000373328	9606.ENSP00000359380	0	0	0	0	0.062	0	0	0.480	0.491
CIDEC	MRAP	9606.ENSP00000373328	9606.ENSP00000382684	0	0	0	0	0.413	0	0	0	0.413
CIDEC	LPL	9606.ENSP00000373328	9606.ENSP00000497642	0	0	0	0	0.123	0	0	0.410	0.461
CIDEC	PLIN4	9606.ENSP00000373328	9606.ENSP00000488481	0	0	0	0	0.375	0	0	0.660	0.778
CLDN3	EPCAM	9606.ENSP00000378577	9606.ENSP00000263735	0	0	0	0	0.344	0	0	0.615	0.737
CLDN3	ERBB2	9606.ENSP00000378577	9606.ENSP00000269571	0	0	0	0	0.099	0	0	0.399	0.435
CLDN3	MARVELD2	9606.ENSP00000378577	9606.ENSP00000323264	0	0	0	0	0.084	0	0	0.904	0.908
CLDN3	RAB25	9606.ENSP00000378577	9606.ENSP00000354376	0	0	0	0	0.304	0.048	0	0.240	0.452
CLDN3	KRT19	9606.ENSP00000378577	9606.ENSP00000355124	0	0	0	0	0.341	0.071	0	0.326	0.551
CLDN3	KRT18	9606.ENSP00000378577	9606.ENSP00000373489	0	0	0	0	0.275	0.071	0	0.408	0.566
CLDN3	MUC1	9606.ENSP00000378577	9606.ENSP00000484824	0	0	0	0	0.167	0	0	0.354	0.439
CLDN3	KRT8	9606.ENSP00000378577	9606.ENSP00000449404	0	0	0	0	0.304	0	0	0.461	0.609
CLDN3	TJP3	9606.ENSP00000378577	9606.ENSP00000465419	0	0	0	0	0.265	0.085	0.650	0.955	0.988
COL10A1	MMP11	9606.ENSP00000327368	9606.ENSP00000215743	0	0	0	0	0.524	0.050	0	0.617	0.812
COL10A1	COMP	9606.ENSP00000327368	9606.ENSP00000222271	0	0	0	0	0.479	0.099	0	0.546	0.768
COL10A1	INHBA	9606.ENSP00000327368	9606.ENSP00000242208	0	0	0	0	0.163	0.067	0	0.364	0.460
COL10A1	MMP1	9606.ENSP00000327368	9606.ENSP00000322788	0	0	0	0	0.151	0.050	0	0.564	0.618
COL10A1	LRRC15	9606.ENSP00000327368	9606.ENSP00000413707	0	0	0	0	0.261	0.091	0	0.232	0.439
COL10A1	TWIST2	9606.ENSP00000327368	9606.ENSP00000482581	0	0	0	0	0	0	0	0.490	0.489
COL10A1	COL6A6	9606.ENSP00000327368	9606.ENSP00000351310	0	0	0.120	0.672	0.060	0	0.400	0.128	0.509
COL10A1	SOX5	9606.ENSP00000327368	9606.ENSP00000398273	0	0	0	0	0	0	0	0.612	0.612
COL10A1	COL11A1	9606.ENSP00000327368	9606.ENSP00000359114	0	0	0.091	0.765	0.623	0	0.400	0.472	0.877
COL11A1	MMP11	9606.ENSP00000359114	9606.ENSP00000215743	0	0	0	0	0.323	0.050	0	0.616	0.732
COL11A1	COMP	9606.ENSP00000359114	9606.ENSP00000222271	0	0	0	0	0.323	0.099	0	0.400	0.603
COL11A1	INHBA	9606.ENSP00000359114	9606.ENSP00000242208	0	0	0	0	0.149	0.067	0	0.396	0.478
COL11A1	PCOLCE2	9606.ENSP00000359114	9606.ENSP00000295992	0	0	0	0	0.050	0.129	0.400	0.304	0.608
COL11A1	MMP1	9606.ENSP00000359114	9606.ENSP00000322788	0	0	0	0	0.114	0.050	0	0.561	0.599
COL11A1	COL6A6	9606.ENSP00000359114	9606.ENSP00000351310	0	0	0	0.561	0.044	0	0.400	0.241	0.527
COL11A1	MFAP5	9606.ENSP00000359114	9606.ENSP00000352455	0	0	0	0	0.190	0	0	0.431	0.519
COL11A1	DDR2	9606.ENSP00000359114	9606.ENSP00000356899	0	0	0	0	0.104	0	0	0.753	0.770
COL11A1	PCDH9	9606.ENSP00000359114	9606.ENSP00000367096	0	0	0	0	0.044	0.045	0	0.408	0.413
COL11A1	LRRC15	9606.ENSP00000359114	9606.ENSP00000413707	0	0	0	0	0.258	0.091	0	0.353	0.525
COL11A1	CXCL12	9606.ENSP00000359114	9606.ENSP00000379140	0	0	0	0	0.094	0	0	0.515	0.542
COL6A6	SDC1	9606.ENSP00000351310	9606.ENSP00000370542	0	0	0	0	0	0	0.650	0.101	0.672
COL6A6	ITGA7	9606.ENSP00000351310	9606.ENSP00000452120	0	0	0	0	0	0	0.650	0.283	0.738
COMP	PABPC1L	9606.ENSP00000222271	9606.ENSP00000255136	0	0	0	0	0	0.057	0	0.429	0.438
COMP	MMP1	9606.ENSP00000222271	9606.ENSP00000322788	0	0	0	0	0.062	0	0	0.457	0.469
COMP	MUC1	9606.ENSP00000222271	9606.ENSP00000484824	0	0	0	0	0.086	0.098	0	0.439	0.497
COMP	PRELP	9606.ENSP00000222271	9606.ENSP00000343924	0	0	0	0	0.124	0.099	0	0.485	0.558
COMP	TNMD	9606.ENSP00000222271	9606.ENSP00000362122	0	0	0	0	0.144	0	0	0.549	0.598
COMP	ITGA7	9606.ENSP00000222271	9606.ENSP00000452120	0	0	0	0	0.074	0.054	0.650	0	0.666
COMP	SDC1	9606.ENSP00000222271	9606.ENSP00000370542	0	0	0	0	0.060	0.070	0.900	0.108	0.911
COX7A1	FABP4	9606.ENSP00000292907	9606.ENSP00000256104	0	0	0	0	0.147	0	0	0.471	0.529
COX7A1	PPARG	9606.ENSP00000292907	9606.ENSP00000287820	0	0	0	0	0.055	0	0	0.442	0.451
COX7A1	PLAC9	9606.ENSP00000292907	9606.ENSP00000361337	0	0	0	0	0.414	0	0	0	0.414
COX7A1	HSPB7	9606.ENSP00000292907	9606.ENSP00000364870	0	0	0	0	0.245	0	0	0.307	0.454
COX7A1	HSPB2	9606.ENSP00000292907	9606.ENSP00000302476	0	0	0	0	0.485	0	0	0.118	0.527
CPED1	EPDR1	9606.ENSP00000309772	9606.ENSP00000199448	0	0	0	0	0.057	0	0	0.486	0.495
CPM	GPLD1	9606.ENSP00000339157	9606.ENSP00000230036	0	0	0	0	0	0	0.400	0	0.400
CPM	MME	9606.ENSP00000339157	9606.ENSP00000418525	0	0	0	0	0.054	0	0	0.430	0.438
CRABP2	PPARG	9606.ENSP00000482841	9606.ENSP00000287820	0	0	0	0	0.055	0.050	0	0.570	0.581
CRABP2	PLAAT3	9606.ENSP00000482841	9606.ENSP00000320337	0	0	0	0	0.045	0	0	0.747	0.748
CREB3L4	SPDEF	9606.ENSP00000271889	9606.ENSP00000363149	0	0	0	0	0.191	0	0	0.358	0.459
CRYAB	HSPB2	9606.ENSP00000433560	9606.ENSP00000302476	0	0	0.072	0.853	0.557	0.785	0	0.220	0.921
CRYAB	DMD	9606.ENSP00000433560	9606.ENSP00000354923	0	0	0	0	0.084	0.095	0	0.400	0.459
CRYAB	HSPB7	9606.ENSP00000433560	9606.ENSP00000364870	0	0	0	0.668	0.191	0	0	0.305	0.414
CSN1S1	TF	9606.ENSP00000246891	9606.ENSP00000385834	0	0	0	0	0.069	0	0	0.498	0.513
CXCL12	LYVE1	9606.ENSP00000379140	9606.ENSP00000256178	0	0	0	0	0.174	0	0	0.493	0.563
CXCL12	EPCAM	9606.ENSP00000379140	9606.ENSP00000263735	0	0	0	0	0	0	0	0.433	0.433
CXCL12	FGF2	9606.ENSP00000379140	9606.ENSP00000264498	0	0	0	0	0.067	0	0	0.893	0.896
CXCL12	ERBB2	9606.ENSP00000379140	9606.ENSP00000269571	0	0	0	0	0.058	0	0	0.672	0.677
CXCL12	PPARG	9606.ENSP00000379140	9606.ENSP00000287820	0	0	0	0	0.054	0	0	0.454	0.462
CXCL12	FOS	9606.ENSP00000379140	9606.ENSP00000306245	0	0	0	0	0.090	0	0	0.395	0.426
CXCL12	LEP	9606.ENSP00000379140	9606.ENSP00000312652	0	0	0	0	0.048	0	0	0.436	0.440
CXCL12	MMP1	9606.ENSP00000379140	9606.ENSP00000322788	0	0	0	0	0.082	0	0	0.514	0.534
CXCL12	PTGER3	9606.ENSP00000379140	9606.ENSP00000349003	0	0	0	0	0.084	0.046	0	0.438	0.465
CXCL12	KRT19	9606.ENSP00000379140	9606.ENSP00000355124	0	0	0.210	0	0.062	0	0	0.567	0.651
CXCL12	KLF4	9606.ENSP00000379140	9606.ENSP00000363804	0	0	0	0	0.049	0	0	0.398	0.403
CXCL12	SDC1	9606.ENSP00000379140	9606.ENSP00000370542	0	0	0	0	0.062	0	0	0.695	0.702
CXCL12	VLDLR	9606.ENSP00000379140	9606.ENSP00000371532	0	0	0	0	0	0	0	0.445	0.445
CXCL12	IGF1	9606.ENSP00000379140	9606.ENSP00000376637	0	0	0	0	0.277	0	0	0.795	0.845
CXCL12	RARRES2	9606.ENSP00000379140	9606.ENSP00000418009	0	0	0	0	0.181	0	0	0.331	0.429
CXCL12	GNAI1	9606.ENSP00000379140	9606.ENSP00000497260	0	0	0	0	0	0	0	0.442	0.442
CXCL12	MRC1	9606.ENSP00000379140	9606.ENSP00000455897	0	0	0	0	0.070	0	0	0.479	0.494
DDR2	ERBB3	9606.ENSP00000356899	9606.ENSP00000267101	0	0	0	0.577	0	0.047	0	0.440	0.443
DGAT2	PDK4	9606.ENSP00000228027	9606.ENSP00000005178	0	0	0	0	0.101	0	0	0.396	0.433
DGAT2	FOS	9606.ENSP00000228027	9606.ENSP00000306245	0	0	0	0	0	0	0	0.409	0.409
DGAT2	PLA2G4A	9606.ENSP00000228027	9606.ENSP00000356436	0	0	0	0	0.049	0	0	0.416	0.421
DGAT2	PCK1	9606.ENSP00000228027	9606.ENSP00000319814	0	0	0	0	0.106	0	0	0.464	0.501
DGAT2	LEP	9606.ENSP00000228027	9606.ENSP00000312652	0	0	0	0	0.099	0	0	0.480	0.512
DGAT2	MGLL	9606.ENSP00000228027	9606.ENSP00000265052	0	0	0	0	0.049	0.071	0	0.531	0.550
DGAT2	GPD1	9606.ENSP00000228027	9606.ENSP00000301149	0	0	0	0	0.142	0	0	0.518	0.569
DGAT2	PLIN4	9606.ENSP00000228027	9606.ENSP00000488481	0	0	0	0	0.253	0.068	0	0.445	0.580
DGAT2	LPL	9606.ENSP00000228027	9606.ENSP00000497642	0	0	0	0	0.104	0	0	0.587	0.614
DGAT2	THRSP	9606.ENSP00000228027	9606.ENSP00000281030	0	0	0	0	0.185	0	0	0.547	0.615
DGAT2	PPARG	9606.ENSP00000228027	9606.ENSP00000287820	0	0	0	0	0.086	0	0	0.636	0.654
DGAT2	PLIN1	9606.ENSP00000228027	9606.ENSP00000300055	0	0	0	0	0.084	0.068	0	0.667	0.690
DGAT2	LIPE	9606.ENSP00000228027	9606.ENSP00000244289	0	0	0	0	0.093	0	0	0.683	0.701
DGAT2	GPAM	9606.ENSP00000228027	9606.ENSP00000265276	0	0	0	0	0.083	0	0	0.715	0.728
DGAT2	FABP4	9606.ENSP00000228027	9606.ENSP00000256104	0	0	0	0	0.062	0	0	0.781	0.786
DGAT2	SCD	9606.ENSP00000228027	9606.ENSP00000359380	0	0	0	0	0.054	0.058	0	0.839	0.844
DLC1	TNS1	9606.ENSP00000276297	9606.ENSP00000171887	0	0	0	0	0.084	0.292	0	0.640	0.746
DLC1	TLN2	9606.ENSP00000276297	9606.ENSP00000453508	0	0	0	0	0.067	0.439	0	0.686	0.821
DMD	SGCG	9606.ENSP00000354923	9606.ENSP00000218867	0	0	0	0	0.043	0.095	0.540	0.964	0.984
DMD	ITSN1	9606.ENSP00000354923	9606.ENSP00000370719	0	0	0	0	0.125	0	0	0.425	0.475
DMD	DSP	9606.ENSP00000354923	9606.ENSP00000369129	0	0	0	0	0.073	0.062	0	0.586	0.609
DMD	KRT19	9606.ENSP00000354923	9606.ENSP00000355124	0	0	0	0	0	0.414	0	0.398	0.633
DMD	ITGA7	9606.ENSP00000354923	9606.ENSP00000452120	0	0	0	0	0.056	0	0	0.703	0.707
DMD	TLN2	9606.ENSP00000354923	9606.ENSP00000453508	0	0	0	0	0.081	0.089	0	0.825	0.841
DOCK11	GLYAT	9606.ENSP00000276202	9606.ENSP00000340200	0	0	0	0	0	0	0	0.613	0.613
DPT	PRELP	9606.ENSP00000356791	9606.ENSP00000343924	0	0	0	0	0.254	0	0	0.714	0.777
DPT	ECM2	9606.ENSP00000356791	9606.ENSP00000344758	0	0	0	0	0.236	0	0	0.383	0.509
DPT	MFAP5	9606.ENSP00000356791	9606.ENSP00000352455	0	0	0	0	0.302	0	0	0.212	0.427
DPT	MFAP4	9606.ENSP00000356791	9606.ENSP00000378957	0	0	0	0	0.451	0	0	0.366	0.637
DPT	OGN	9606.ENSP00000356791	9606.ENSP00000364711	0	0	0	0	0.351	0	0	0.521	0.676
DSP	EPCAM	9606.ENSP00000369129	9606.ENSP00000263735	0	0	0	0	0.215	0	0	0.285	0.414
DSP	MYZAP	9606.ENSP00000369129	9606.ENSP00000267853	0	0	0	0	0	0.070	0	0.459	0.475
DSP	SPINT2	9606.ENSP00000369129	9606.ENSP00000301244	0	0	0	0	0.112	0	0	0.379	0.425
DSP	PRSS8	9606.ENSP00000369129	9606.ENSP00000319730	0	0	0	0	0.110	0	0	0.415	0.457
DSP	SFN	9606.ENSP00000369129	9606.ENSP00000340989	0	0	0	0	0.240	0.052	0	0.320	0.467
DSP	SPINT1	9606.ENSP00000369129	9606.ENSP00000342098	0	0	0	0	0.145	0	0	0.423	0.486
DSP	KRT19	9606.ENSP00000369129	9606.ENSP00000355124	0	0	0	0	0.289	0.497	0	0.589	0.840
DSP	S100A14	9606.ENSP00000369129	9606.ENSP00000357691	0	0	0	0	0.180	0.322	0	0.072	0.439
DSP	EPPK1	9606.ENSP00000369129	9606.ENSP00000484472	0	0	0	0.588	0.212	0	0	0.396	0.503
DSP	TJP3	9606.ENSP00000369129	9606.ENSP00000465419	0	0	0	0	0.086	0	0	0.492	0.516
DSP	KRT8	9606.ENSP00000369129	9606.ENSP00000449404	0	0	0	0	0.275	0.333	0	0.752	0.869
DSP	KRT18	9606.ENSP00000369129	9606.ENSP00000373489	0	0	0	0	0.334	0.612	0	0.848	0.957
EBF1	FABP4	9606.ENSP00000322898	9606.ENSP00000256104	0	0	0	0	0.065	0	0.500	0.264	0.625
EBF1	PPARG	9606.ENSP00000322898	9606.ENSP00000287820	0	0	0	0	0.042	0	0.750	0.323	0.823
EBF1	LEP	9606.ENSP00000322898	9606.ENSP00000312652	0	0	0	0	0.060	0	0.500	0.197	0.589
EBF1	GATA3	9606.ENSP00000322898	9606.ENSP00000368632	0	0	0	0	0	0.045	0	0.500	0.502
EBF2	FABP4	9606.ENSP00000430241	9606.ENSP00000256104	0	0	0	0	0.074	0	0	0.405	0.426
EBF2	PPARG	9606.ENSP00000430241	9606.ENSP00000287820	0	0	0	0	0.047	0	0	0.789	0.790
EBF2	EBF3	9606.ENSP00000430241	9606.ENSP00000357637	0	0	0.049	0.982	0.437	0.460	0	0.058	0.691
EBF2	NRN1	9606.ENSP00000430241	9606.ENSP00000480483	0	0	0	0	0.060	0	0	0.417	0.429
ECHDC1	HSDL2	9606.ENSP00000436585	9606.ENSP00000381785	0.108	0	0	0	0.208	0.091	0.677	0.281	0.823
ECM2	PRELP	9606.ENSP00000344758	9606.ENSP00000343924	0	0	0.191	0.669	0.191	0	0	0.175	0.414
ECM2	MFAP5	9606.ENSP00000344758	9606.ENSP00000352455	0	0	0	0	0.294	0	0	0.213	0.421
ECM2	OGN	9606.ENSP00000344758	9606.ENSP00000364711	0	0	0	0.590	0.484	0	0	0.418	0.687
EDNRB	FABP4	9606.ENSP00000366416	9606.ENSP00000256104	0	0	0	0	0.114	0	0	0.443	0.485
EDNRB	PPARG	9606.ENSP00000366416	9606.ENSP00000287820	0	0	0.206	0	0.104	0	0	0.278	0.441
EDNRB	NMB	9606.ENSP00000366416	9606.ENSP00000378089	0	0	0	0	0	0	0.500	0.114	0.538
EDNRB	GNAI1	9606.ENSP00000366416	9606.ENSP00000497260	0	0	0	0	0.063	0.125	0.900	0.155	0.921
EFEMP1	MFAP5	9606.ENSP00000378058	9606.ENSP00000352455	0	0	0	0	0.139	0	0.500	0.240	0.644
EFEMP1	KRT19	9606.ENSP00000378058	9606.ENSP00000355124	0	0	0	0	0.101	0.100	0	0.459	0.524
EFEMP1	OGN	9606.ENSP00000378058	9606.ENSP00000364711	0	0	0	0	0.162	0.099	0	0.285	0.413
EFEMP1	IGF1	9606.ENSP00000378058	9606.ENSP00000376637	0	0	0	0	0.072	0	0	0.418	0.436
EFEMP1	VGLL3	9606.ENSP00000378058	9606.ENSP00000381436	0	0	0	0	0.174	0	0	0.353	0.442
EFEMP1	MFAP4	9606.ENSP00000378058	9606.ENSP00000378957	0	0	0	0	0.123	0.069	0.500	0.533	0.784
EHF	PROM2	9606.ENSP00000435835	9606.ENSP00000318270	0	0	0.210	0	0.202	0	0	0.125	0.400
ENPP2	PLAAT3	9606.ENSP00000259486	9606.ENSP00000320337	0	0	0	0	0.059	0.053	0	0.472	0.488
ENPP2	P2RY12	9606.ENSP00000259486	9606.ENSP00000307259	0	0	0	0	0.083	0	0	0.502	0.523
ENPP2	PLA2G4A	9606.ENSP00000259486	9606.ENSP00000356436	0	0	0	0	0.094	0	0	0.556	0.580
EPCAM	FOXA1	9606.ENSP00000263735	9606.ENSP00000250448	0	0	0	0	0.162	0	0	0.400	0.476
EPCAM	EZH2	9606.ENSP00000263735	9606.ENSP00000320147	0	0	0	0	0.056	0	0	0.418	0.427
EPCAM	ITGA7	9606.ENSP00000263735	9606.ENSP00000452120	0	0	0	0	0	0	0	0.428	0.428
EPCAM	NPNT	9606.ENSP00000263735	9606.ENSP00000389252	0	0	0	0	0.127	0	0	0.377	0.432
EPCAM	PRSS8	9606.ENSP00000263735	9606.ENSP00000319730	0	0	0	0	0.260	0	0	0.269	0.436
EPCAM	SDC1	9606.ENSP00000263735	9606.ENSP00000370542	0	0	0	0	0.109	0	0	0.396	0.438
EPCAM	MME	9606.ENSP00000263735	9606.ENSP00000418525	0	0	0	0	0	0	0	0.448	0.448
EPCAM	ERBB3	9606.ENSP00000263735	9606.ENSP00000267101	0	0	0	0	0.168	0	0	0.435	0.510
EPCAM	SPINT1	9606.ENSP00000263735	9606.ENSP00000342098	0	0	0	0	0.327	0	0	0.303	0.511
EPCAM	KLF4	9606.ENSP00000263735	9606.ENSP00000363804	0	0	0	0	0.042	0	0	0.515	0.515
EPCAM	FGF2	9606.ENSP00000263735	9606.ENSP00000264498	0	0	0	0	0	0	0	0.531	0.531
EPCAM	RAB25	9606.ENSP00000263735	9606.ENSP00000354376	0	0	0	0	0.477	0	0	0.255	0.594
EPCAM	ESRP1	9606.ENSP00000263735	9606.ENSP00000405738	0	0	0	0	0.456	0	0	0.393	0.656
EPCAM	KRT7	9606.ENSP00000263735	9606.ENSP00000329243	0	0	0	0	0.151	0	0	0.701	0.735
EPCAM	GPC3	9606.ENSP00000263735	9606.ENSP00000377836	0	0	0	0	0.074	0	0	0.738	0.747
EPCAM	KRT18	9606.ENSP00000263735	9606.ENSP00000373489	0	0	0	0	0.337	0	0	0.696	0.789
EPCAM	KRT8	9606.ENSP00000263735	9606.ENSP00000449404	0	0	0	0	0.378	0	0	0.761	0.845
EPCAM	SPINT2	9606.ENSP00000263735	9606.ENSP00000301244	0	0	0	0	0.360	0	0	0.821	0.880
EPCAM	KRT19	9606.ENSP00000263735	9606.ENSP00000355124	0	0	0	0	0.436	0	0	0.811	0.888
EPCAM	MUC1	9606.ENSP00000263735	9606.ENSP00000484824	0	0	0	0	0.126	0	0	0.913	0.920
EPCAM	ERBB2	9606.ENSP00000263735	9606.ENSP00000269571	0	0	0	0	0.117	0	0	0.921	0.927
EPDR1	FERMT2	9606.ENSP00000199448	9606.ENSP00000342858	0	0	0	0	0.055	0	0	0.505	0.512
EPN3	TFAP2A	9606.ENSP00000268933	9606.ENSP00000501092	0	0	0	0	0.075	0	0	0.516	0.533
EPN3	VTI1B	9606.ENSP00000268933	9606.ENSP00000450731	0	0	0	0	0.044	0.354	0	0.558	0.703
EPN3	ITSN1	9606.ENSP00000268933	9606.ENSP00000370719	0	0	0	0	0	0.108	0	0.968	0.970
EPPK1	KRT18	9606.ENSP00000484472	9606.ENSP00000373489	0	0	0	0	0.138	0.615	0	0.148	0.693
EPPK1	KRT8	9606.ENSP00000484472	9606.ENSP00000449404	0	0	0	0	0.133	0.127	0	0.497	0.586
ERBB2	MMP11	9606.ENSP00000269571	9606.ENSP00000215743	0	0	0	0	0.109	0	0	0.407	0.449
ERBB2	FOXA1	9606.ENSP00000269571	9606.ENSP00000250448	0	0	0	0	0.084	0	0	0.623	0.640
ERBB2	LYVE1	9606.ENSP00000269571	9606.ENSP00000256178	0	0	0	0	0	0.045	0	0.412	0.414
ERBB2	FGF2	9606.ENSP00000269571	9606.ENSP00000264498	0	0	0	0	0.055	0	0.650	0.604	0.857
ERBB2	ERBB3	9606.ENSP00000269571	9606.ENSP00000267101	0	0	0.081	0.893	0.086	0.997	0.900	0.984	0.999
ERBB2	MME	9606.ENSP00000269571	9606.ENSP00000418525	0	0	0	0	0	0	0	0.423	0.423
ERBB2	MMP1	9606.ENSP00000269571	9606.ENSP00000322788	0	0	0	0	0	0	0	0.426	0.426
ERBB2	RRM2	9606.ENSP00000269571	9606.ENSP00000353770	0	0	0	0	0	0.185	0	0.348	0.445
ERBB2	HSPB2	9606.ENSP00000269571	9606.ENSP00000302476	0	0	0	0	0.063	0	0	0.435	0.448
ERBB2	TFF1	9606.ENSP00000269571	9606.ENSP00000291527	0	0	0	0	0.062	0	0	0.448	0.460
ERBB2	LEP	9606.ENSP00000269571	9606.ENSP00000312652	0	0	0	0	0	0	0	0.463	0.463
ERBB2	GPC3	9606.ENSP00000269571	9606.ENSP00000377836	0	0	0	0	0.061	0	0	0.458	0.470
ERBB2	PPARG	9606.ENSP00000269571	9606.ENSP00000287820	0	0	0	0	0.086	0.092	0	0.440	0.495
ERBB2	GPX3	9606.ENSP00000269571	9606.ENSP00000373477	0	0	0	0	0.065	0	0	0.510	0.522
ERBB2	FOS	9606.ENSP00000269571	9606.ENSP00000306245	0	0	0	0	0.057	0.071	0	0.507	0.530
ERBB2	VAV3	9606.ENSP00000269571	9606.ENSP00000359073	0	0	0	0	0.048	0.432	0	0.269	0.570
ERBB2	EZH2	9606.ENSP00000269571	9606.ENSP00000320147	0	0	0	0	0	0	0	0.571	0.571
ERBB2	PRLR	9606.ENSP00000269571	9606.ENSP00000482954	0	0	0	0	0.064	0	0	0.582	0.592
ERBB2	KRT18	9606.ENSP00000269571	9606.ENSP00000373489	0	0	0	0	0.107	0.066	0	0.567	0.607
ERBB2	TOP2A	9606.ENSP00000269571	9606.ENSP00000411532	0	0	0	0	0	0	0	0.621	0.621
ERBB2	KRT8	9606.ENSP00000269571	9606.ENSP00000449404	0	0	0	0	0.109	0	0	0.605	0.633
ERBB2	TFAP2A	9606.ENSP00000269571	9606.ENSP00000501092	0	0	0	0	0.064	0	0.500	0.323	0.655
ERBB2	GATA3	9606.ENSP00000269571	9606.ENSP00000368632	0	0	0	0	0.055	0	0	0.658	0.662
ERBB2	KRT19	9606.ENSP00000269571	9606.ENSP00000355124	0	0	0	0	0.159	0.066	0	0.608	0.665
ERBB2	KRT7	9606.ENSP00000269571	9606.ENSP00000329243	0	0	0	0	0.082	0.066	0	0.670	0.692
ERBB2	NTRK2	9606.ENSP00000269571	9606.ENSP00000277120	0	0	0	0.589	0.110	0.617	0	0.201	0.704
ERBB2	TACSTD2	9606.ENSP00000269571	9606.ENSP00000360269	0	0	0	0	0.087	0	0	0.719	0.732
ERBB2	SDC1	9606.ENSP00000269571	9606.ENSP00000370542	0	0	0	0	0.108	0.292	0	0.726	0.811
ERBB2	MUC1	9606.ENSP00000269571	9606.ENSP00000484824	0	0	0	0	0.067	0.512	0	0.958	0.979
ERBB2	IGF1	9606.ENSP00000269571	9606.ENSP00000376637	0	0	0	0	0	0	0.900	0.926	0.992
ERBB3	FOXA1	9606.ENSP00000267101	9606.ENSP00000250448	0	0	0	0	0.110	0.292	0	0.439	0.616
ERBB3	FGF2	9606.ENSP00000267101	9606.ENSP00000264498	0	0	0	0	0.055	0	0.650	0.678	0.884
ERBB3	VAV3	9606.ENSP00000267101	9606.ENSP00000359073	0	0	0	0	0.048	0.406	0	0.217	0.518
ERBB3	MUC1	9606.ENSP00000267101	9606.ENSP00000484824	0	0	0	0	0.064	0.294	0	0.666	0.760
ERBB3	IGF1	9606.ENSP00000267101	9606.ENSP00000376637	0	0	0	0	0	0	0.650	0.480	0.810
ESRP1	RBPMS2	9606.ENSP00000405738	9606.ENSP00000300069	0	0	0	0	0	0.671	0	0.306	0.762
ESRP1	PRSS8	9606.ENSP00000405738	9606.ENSP00000319730	0	0	0	0	0.336	0	0	0.269	0.493
ESRP1	SPINT1	9606.ENSP00000405738	9606.ENSP00000342098	0	0	0	0	0.374	0	0	0.297	0.542
ESRP1	RAB25	9606.ENSP00000405738	9606.ENSP00000354376	0	0	0	0	0.688	0	0	0.370	0.795
ESRP1	IRF6	9606.ENSP00000405738	9606.ENSP00000355988	0	0	0	0	0.402	0	0	0.228	0.519
ESRP1	FXYD3	9606.ENSP00000405738	9606.ENSP00000473929	0	0	0	0	0.342	0	0	0.145	0.413
ESRP1	TJP3	9606.ENSP00000405738	9606.ENSP00000465419	0	0	0	0	0.196	0	0	0.475	0.560
EVL	PLXNA4	9606.ENSP00000376652	9606.ENSP00000352882	0	0	0	0	0.059	0	0	0.637	0.643
EZH2	SOX4	9606.ENSP00000320147	9606.ENSP00000244745	0	0	0	0	0.062	0.045	0	0.871	0.874
